longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,rooms_per_household,bedrooms_per_room,population_per_household,income_x_age,ocean_proximity_label,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,total_rooms_log,total_bedrooms_log,population_log,households_log,median_house_value_log,population_per_household_log
-122.26,37.83,52.0,1470.0,330.0,689.0,309.0,3.48,191400.0,NEAR BAY,4.757281553398058,0.22448979591836735,2.2297734627831716,180.96,3,0.0,0.0,0.0,1.0,0.0,7.293697720601438,5.802118375377063,6.536691597591305,5.736572297479192,12.162125982647739,1.1724119994137185
-122.26,37.83,52.0,2432.0,715.0,1377.0,696.0,2.5898,176000.0,NEAR BAY,3.4942528735632186,0.29399671052631576,1.978448275862069,134.6696,3,0.0,0.0,0.0,1.0,0.0,7.796880342783522,6.573680166960646,7.228388451573604,6.546785410760524,12.07824495582233,1.0914024521013599
-122.26,37.83,52.0,1665.0,419.0,946.0,395.0,2.0978,155400.0,NEAR BAY,4.215189873417722,0.25165165165165165,2.3949367088607594,109.0856,3,0.0,0.0,0.0,1.0,0.0,7.418180822726788,6.040254711277414,6.853299093186078,5.981414211254481,11.953764151901414,1.2222851183805565
-122.26,37.83,51.0,936.0,311.0,517.0,249.0,1.2852,150000.0,NEAR BAY,3.7590361445783134,0.33226495726495725,2.076305220883534,65.5452,3,0.0,0.0,0.0,1.0,0.0,6.842683282238422,5.7430031878094825,6.249975242259483,5.521460917862246,11.918397239722838,1.1237292732758837
-122.26,37.84,49.0,713.0,202.0,462.0,189.0,1.025,118800.0,NEAR BAY,3.7724867724867726,0.28330995792426367,2.4444444444444446,50.224999999999994,3,0.0,0.0,0.0,1.0,0.0,6.570882962339584,5.313205979041787,6.137727054086234,5.247024072160486,11.685205103383671,1.236762627148927
-122.26,37.84,52.0,950.0,202.0,467.0,198.0,3.9643,188800.0,NEAR BAY,4.797979797979798,0.21263157894736842,2.3585858585858586,206.14360000000002,3,0.0,0.0,0.0,1.0,0.0,6.85751406254539,5.313205979041787,6.148468295917647,5.293304824724492,12.14844882928968,1.2115200099613188
-122.26,37.83,52.0,1443.0,311.0,660.0,292.0,3.0125,184400.0,NEAR BAY,4.941780821917808,0.21552321552321552,2.26027397260274,156.65,3,0.0,0.0,0.0,1.0,0.0,7.275172319452771,5.7430031878094825,6.493753839851686,5.680172609017068,12.124868013083418,1.1818112325230836
-122.26,37.83,52.0,1656.0,420.0,718.0,382.0,2.6768,182300.0,NEAR BAY,4.335078534031414,0.2536231884057971,1.8795811518324608,139.1936,3,0.0,0.0,0.0,1.0,0.0,7.4127640174265625,6.042632833682381,6.577861357721047,5.948034989180646,12.11341444611523,1.0576448501798867
-122.26,37.83,50.0,1125.0,322.0,616.0,304.0,2.026,142500.0,NEAR BAY,3.700657894736842,0.2862222222222222,2.026315789473684,101.29999999999998,3,0.0,0.0,0.0,1.0,0.0,7.026426808699636,5.777652323222656,6.424869023905388,5.720311776607412,11.86710429621008,1.1073459686368643
-122.27,37.82,43.0,1007.0,312.0,558.0,253.0,1.7348,137500.0,NEAR BAY,3.9802371541501977,0.3098311817279047,2.205533596837945,74.59639999999999,3,0.0,0.0,0.0,1.0,0.0,6.915723448631314,5.746203190540153,6.326149473155099,5.537334267018537,11.83138646878959,1.1648785653878928
-122.26,37.82,40.0,624.0,195.0,423.0,160.0,0.9506,187500.0,NEAR BAY,3.9,0.3125,2.64375,38.024,3,0.0,0.0,0.0,1.0,0.0,6.437751649736401,5.278114659230517,6.049733455231958,5.081404364984463,12.141539457711714,1.2930133711166654
-122.27,37.82,40.0,946.0,375.0,700.0,352.0,1.775,112500.0,NEAR BAY,2.6875,0.3964059196617336,1.9886363636363635,71.0,3,0.0,0.0,0.0,1.0,0.0,6.853299093186078,5.929589143389895,6.55250788703459,5.8664680569332965,11.630717389475995,1.094817217699558
-122.27,37.82,21.0,896.0,453.0,735.0,438.0,0.9218,171900.0,NEAR BAY,2.045662100456621,0.5055803571428571,1.678082191780822,19.357799999999997,3,0.0,0.0,0.0,1.0,0.0,6.799055862058796,6.118097198041348,6.601230118728877,6.0844994130751715,12.05467400868968,0.9851009382770294
-122.27,37.82,43.0,1868.0,456.0,1061.0,407.0,1.5045,93800.0,NEAR BAY,4.58968058968059,0.24411134903640258,2.6068796068796067,64.6935,3,0.0,0.0,0.0,1.0,0.0,7.533158807455563,6.124683390894205,6.967909201801884,6.0112671744041615,11.448930795918299,1.2828430237318658
-122.27,37.82,41.0,3221.0,853.0,1959.0,720.0,1.1108,97500.0,NEAR BAY,4.473611111111111,0.26482458863706926,2.720833333333333,45.5428,3,0.0,0.0,0.0,1.0,0.0,8.07775756373692,6.74993119378857,7.580699752224563,6.580639137284949,11.487617913343598,1.3139476575345077
-122.27,37.82,52.0,1630.0,456.0,1162.0,400.0,1.2475,104200.0,NEAR BAY,4.075,0.27975460122699386,2.905,64.87,3,0.0,0.0,0.0,1.0,0.0,7.396948602621014,6.124683390894205,7.0587581525186645,5.993961427306569,11.554077005184336,1.3622577832916491
-122.28,37.82,52.0,1170.0,235.0,701.0,233.0,1.6098,87500.0,NEAR BAY,5.021459227467811,0.20085470085470086,3.0085836909871246,83.7096,3,0.0,0.0,0.0,1.0,0.0,7.065613363597717,5.4638318050256105,6.553933404025811,5.455321115357702,11.37940550085183,1.388437984663142
-122.28,37.82,52.0,945.0,243.0,576.0,220.0,1.4113,83100.0,NEAR BAY,4.295454545454546,0.2571428571428571,2.618181818181818,73.3876,3,0.0,0.0,0.0,1.0,0.0,6.852242569051878,5.497168225293202,6.3578422665081,5.3981627015177525,11.32781201446548,1.2859716394920215
-122.28,37.82,52.0,1238.0,288.0,622.0,259.0,1.5057,87500.0,NEAR BAY,4.77992277992278,0.23263327948303716,2.4015444015444016,78.2964,3,0.0,0.0,0.0,1.0,0.0,7.122059881629142,5.666426688112432,6.434546518787453,5.560681631015528,11.37940550085183,1.2242295642366419
-122.28,37.82,52.0,1489.0,335.0,728.0,244.0,0.8172,85300.0,NEAR BAY,6.102459016393443,0.22498321020819342,2.9836065573770494,42.4944,3,0.0,0.0,0.0,1.0,0.0,7.306531398939505,5.817111159963204,6.591673732008658,5.501258210544727,11.353941456740479,1.3821875791672373
-122.28,37.82,52.0,1387.0,341.0,1074.0,304.0,1.2171,80300.0,NEAR BAY,4.5625,0.24585436193222782,3.5328947368421053,63.2892,3,0.0,0.0,0.0,1.0,0.0,7.23561914106675,5.834810737062605,6.980075940561763,5.720311776607412,11.293537353157436,1.5113607501673822
-122.29,37.82,2.0,158.0,43.0,94.0,57.0,2.5625,60000.0,NEAR BAY,2.7719298245614037,0.2721518987341772,1.6491228070175439,5.125,3,0.0,0.0,0.0,1.0,0.0,5.0689042022202315,3.784189633918261,4.553876891600541,4.060443010546419,11.002116507732017,0.9742285689803741
-122.29,37.83,52.0,1121.0,211.0,554.0,187.0,3.3929,75700.0,NEAR BAY,5.994652406417113,0.18822479928635147,2.962566844919786,176.4308,3,0.0,0.0,0.0,1.0,0.0,7.022868086082641,5.356586274672012,6.318968113746434,5.236441962829949,11.234546649377918,1.3768920084415002
-122.29,37.82,49.0,135.0,29.0,86.0,23.0,6.1183,75000.0,NEAR BAY,5.869565217391305,0.21481481481481482,3.739130434782609,299.7967,3,0.0,0.0,0.0,1.0,0.0,4.912654885736052,3.4011973816621555,4.465908118654584,3.1780538303479458,11.225256725762893,1.555853666299994
-122.29,37.81,50.0,760.0,190.0,377.0,122.0,0.9011,86100.0,NEAR BAY,6.229508196721311,0.25,3.0901639344262297,45.055,3,0.0,0.0,0.0,1.0,0.0,6.634633357861686,5.25227342804663,5.934894195619588,4.812184355372417,11.363276304750233,1.4085850510182623
-122.3,37.81,52.0,1224.0,237.0,521.0,159.0,1.191,76100.0,NEAR BAY,7.69811320754717,0.19362745098039216,3.2767295597484276,61.932,3,0.0,0.0,0.0,1.0,0.0,7.110696122978827,5.472270673671475,6.257667587882639,5.075173815233827,11.239816684367907,1.453188595949921
-122.3,37.81,48.0,828.0,182.0,392.0,133.0,2.5938,73500.0,NEAR BAY,6.225563909774436,0.21980676328502416,2.9473684210526314,124.5024,3,0.0,0.0,0.0,1.0,0.0,6.720220155135295,5.209486152841421,5.973809611869261,4.897839799950911,11.205054290550551,1.3730491343698699
-122.3,37.81,52.0,1010.0,209.0,604.0,187.0,1.1667,78400.0,NEAR BAY,5.401069518716578,0.20693069306930692,3.229946524064171,60.668400000000005,3,0.0,0.0,0.0,1.0,0.0,6.918695219020472,5.3471075307174685,6.405228458030842,5.236441962829949,11.269591961359195,1.4421893509130672
-122.3,37.81,48.0,1455.0,354.0,788.0,332.0,0.8056,84400.0,NEAR BAY,4.382530120481928,0.24329896907216494,2.3734939759036147,38.6688,3,0.0,0.0,0.0,1.0,0.0,7.283448228756631,5.872117789475416,6.670766320845874,5.808142489980444,11.34333452885509,1.2159489953726517
-122.29,37.8,52.0,1027.0,244.0,492.0,147.0,2.6094,81300.0,NEAR BAY,6.98639455782313,0.23758519961051608,3.3469387755102042,135.6888,3,0.0,0.0,0.0,1.0,0.0,6.93537044601511,5.501258210544727,6.20050917404269,4.997212273764115,11.305913595583258,1.4694718675987986
-122.3,37.81,52.0,572.0,109.0,274.0,82.0,1.8516,85000.0,NEAR BAY,6.975609756097561,0.19055944055944055,3.341463414634146,96.2832,3,0.0,0.0,0.0,1.0,0.0,6.35088571671474,4.700480365792417,5.616771097666572,4.418840607796598,11.350418300109132,1.4682114835877773
-122.29,37.81,46.0,2801.0,644.0,1823.0,611.0,0.9802,129200.0,NEAR BAY,4.584288052373159,0.22991788646911818,2.983633387888707,45.0892,3,0.0,0.0,0.0,1.0,0.0,7.938088726896952,6.4692503167957724,7.508787170634276,6.416732282512326,11.769124610238766,1.3821943143758773
-122.29,37.81,26.0,768.0,152.0,392.0,127.0,1.7719,82500.0,NEAR BAY,6.047244094488189,0.19791666666666666,3.0866141732283463,46.0694,3,0.0,0.0,0.0,1.0,0.0,6.645090969505644,5.030437921392435,5.973809611869261,4.852030263919617,11.320565693461432,1.4077167967072974
-122.29,37.81,46.0,935.0,297.0,582.0,277.0,0.7286,95200.0,NEAR BAY,3.375451263537906,0.3176470588235294,2.101083032490975,33.5156,3,0.0,0.0,0.0,1.0,0.0,6.841615476477592,5.697093486505405,6.368187186350492,5.627621113690637,11.46374572492597,1.1317514157969168
-122.29,37.81,49.0,844.0,204.0,560.0,152.0,1.75,75000.0,NEAR BAY,5.552631578947368,0.24170616113744076,3.6842105263157894,85.75,3,0.0,0.0,0.0,1.0,0.0,6.739336627357174,5.3230099791384085,6.329720905522696,5.030437921392435,11.225256725762893,1.5441973905656994
-122.29,37.81,46.0,12.0,4.0,18.0,7.0,0.4999,67500.0,NEAR BAY,1.7142857142857142,0.3333333333333333,2.5714285714285716,22.9954,3,0.0,0.0,0.0,1.0,0.0,2.5649493574615367,1.6094379124341003,2.9444389791664403,2.0794415416798357,11.119897691565697,1.2729656758128876
-122.29,37.81,20.0,835.0,161.0,290.0,133.0,2.483,137500.0,NEAR BAY,6.2781954887218046,0.19281437125748502,2.180451127819549,49.660000000000004,3,0.0,0.0,0.0,1.0,0.0,6.728628613084702,5.087596335232384,5.673323267171493,4.897839799950911,11.83138646878959,1.1570230508245243
-122.28,37.81,17.0,1237.0,462.0,762.0,439.0,0.9241,177500.0,NEAR BAY,2.8177676537585423,0.3734842360549717,1.7357630979498861,15.7097,3,0.0,0.0,0.0,1.0,0.0,7.121252453244542,6.137727054086234,6.637258031284457,6.0867747269123065,12.086731521684555,1.0064104090048123
-122.28,37.81,36.0,2914.0,562.0,1236.0,509.0,2.4464,102100.0,NEAR BAY,5.724950884086444,0.1928620452985587,2.4282907662082516,88.0704,3,0.0,0.0,0.0,1.0,0.0,7.977625098784593,6.333279628139691,7.1204443723924875,6.234410725718371,11.533717798424087,1.2320618180860048
-122.28,37.81,19.0,1207.0,243.0,721.0,207.0,1.1111,108300.0,NEAR BAY,5.830917874396135,0.20132560066280034,3.4830917874396135,21.1109,3,0.0,0.0,0.0,1.0,0.0,7.0967213784947605,5.497168225293202,6.582025138892826,5.337538079701318,11.592669666556795,1.5003129395208314
-122.29,37.81,23.0,1745.0,374.0,1054.0,325.0,0.8026,112500.0,NEAR BAY,5.369230769230769,0.21432664756446992,3.243076923076923,18.4598,3,0.0,0.0,0.0,1.0,0.0,7.465082736399547,5.926926025970411,6.961296045910167,5.786897381366708,11.630717389475995,1.4452886954635644
-122.28,37.8,38.0,684.0,176.0,344.0,155.0,2.0114,131300.0,NEAR BAY,4.412903225806452,0.2573099415204678,2.2193548387096773,76.4332,3,0.0,0.0,0.0,1.0,0.0,6.529418838262226,5.176149732573829,5.84354441703136,5.049856007249537,11.785247676408115,1.169180978832272
-122.28,37.81,17.0,924.0,289.0,609.0,289.0,1.5,162500.0,NEAR BAY,3.1972318339100347,0.31277056277056275,2.1072664359861593,25.5,3,0.0,0.0,0.0,1.0,0.0,6.829793737512425,5.66988092298052,6.413458957167357,5.66988092298052,11.998439434579149,1.1337433801897674
-122.27,37.81,52.0,210.0,56.0,183.0,56.0,1.1667,112500.0,NEAR BAY,3.75,0.26666666666666666,3.267857142857143,60.668400000000005,3,0.0,0.0,0.0,1.0,0.0,5.351858133476067,4.04305126783455,5.214935757608986,4.04305126783455,11.630717389475995,1.4511118611963614
-122.28,37.81,52.0,340.0,97.0,200.0,87.0,1.5208,112500.0,NEAR BAY,3.9080459770114944,0.2852941176470588,2.2988505747126435,79.0816,3,0.0,0.0,0.0,1.0,0.0,5.831882477283517,4.584967478670572,5.303304908059076,4.477336814478207,11.630717389475995,1.1935740971050373
-122.28,37.81,52.0,386.0,164.0,346.0,155.0,0.8075,137500.0,NEAR BAY,2.490322580645161,0.42487046632124353,2.232258064516129,41.99,3,0.0,0.0,0.0,1.0,0.0,5.958424693029782,5.10594547390058,5.849324779946859,5.049856007249537,11.83138646878959,1.1731809841656182
-122.28,37.81,35.0,948.0,184.0,467.0,169.0,1.8088,118800.0,NEAR BAY,5.609467455621302,0.1940928270042194,2.7633136094674557,63.308,3,0.0,0.0,0.0,1.0,0.0,6.855408798609928,5.220355825078324,6.148468295917647,5.135798437050262,11.685205103383671,1.3252998484170486
-122.28,37.81,52.0,773.0,143.0,377.0,115.0,2.4083,98200.0,NEAR BAY,6.721739130434782,0.18499353169469598,3.2782608695652176,125.2316,3,0.0,0.0,0.0,1.0,0.0,6.651571873589727,4.969813299576001,5.934894195619588,4.7535901911063645,11.494771677590096,1.4535465881290581
-122.27,37.81,40.0,880.0,451.0,582.0,380.0,0.977,118800.0,NEAR BAY,2.3157894736842106,0.5125,1.5315789473684212,39.08,3,0.0,0.0,0.0,1.0,0.0,6.78105762593618,6.113682179832232,6.368187186350492,5.942799375126701,11.685205103383671,0.928843197945275
-122.27,37.81,10.0,875.0,348.0,546.0,330.0,0.76,162500.0,NEAR BAY,2.6515151515151514,0.3977142857142857,1.6545454545454545,7.6,3,0.0,0.0,0.0,1.0,0.0,6.775366090936392,5.855071922202427,6.304448802421981,5.802118375377063,11.998439434579149,0.9762734364758655
-122.27,37.8,10.0,105.0,42.0,125.0,39.0,0.9722,137500.0,NEAR BAY,2.6923076923076925,0.4,3.2051282051282053,9.722,3,0.0,0.0,0.0,1.0,0.0,4.663439094112067,3.7612001156935624,4.836281906951478,3.6888794541139363,11.83138646878959,1.436304781694552
-122.27,37.8,52.0,249.0,78.0,396.0,85.0,1.2434,500001.0,NEAR BAY,2.929411764705882,0.3132530120481928,4.658823529411765,64.6568,3,0.0,0.0,0.0,1.0,0.0,5.521460917862246,4.3694478524670215,5.983936280687191,4.454347296253507,13.122367377396328,1.7332160136154449
